temperature,pressure,speed,vibration,torque,humidity,current,voltage,load,cycle_time,defect
52.483570765056164,113.99355436586002,186.49643450051238,20.460962210613047,68.09205116028053,42.033682225841076,12.771837283533825,231.77777623465565,59.669747362804394,131.48103234020024,1
49.308678494144075,109.24633682912769,197.10962658568965,25.69807494610249,74.75037208848732,41.82610124131302,13.73813833252442,193.33478556444697,54.96349739624404,136.10119053615668,0
53.23844269050346,100.59630369920174,184.15160158000077,27.931972332891778,75.14413497635557,32.43049779158989,13.11587963285151,230.72118474833417,58.27625042546338,127.48034868203317,0
57.61514928204013,93.53063222294426,193.8407694072192,39.43843828670095,78.78104276674725,42.68936865808994,13.904008362517725,216.49413913222412,67.147317275177,90.86253463557345,1
48.82923312638332,106.9822331361359,162.12770666092428,32.78276562266879,64.06513309375339,50.129803572752216,14.571699378577623,230.61186566296573,72.77856655030514,117.66866351208361,0
48.8293152152541,103.9348538542175,204.26587414745876,23.322592154500544,79.74053819077865,36.08037516646243,16.674308972662768,231.65397538532244,65.70487330863574,102.66438637624627,0
57.896064077536955,108.95193220027733,200.02410950724448,32.43018144708819,53.3648669471778,52.339378557354145,14.357681922588595,244.11872591678735,61.0172320847177,116.9609134062289,1
53.837173645764544,106.35171801681969,183.65822737863618,22.26348005530817,69.96092358108952,48.41442374759037,11.828748586460815,240.30180471431805,74.98011770304427,134.70006354200842,1
47.65262807032524,110.49552715319335,213.1849133686481,35.41345526943537,71.09380926038764,39.860366746202736,17.28013569299032,240.19857493915444,56.87163526948478,124.57726253812459,1
52.712800217929825,94.64764788439432,218.75140275253116,27.64437674091061,80.0666146085699,44.009292538635066,13.32581973276992,241.65505478749358,70.30919338366907,137.2213629959615,1
47.68291153593769,113.17394065634326,167.8488027126205,29.531819056304144,75.18104682141495,56.18825265348723,14.882559145790742,224.3706847722392,57.11937201648721,125.1263088107031,1
47.671351232148716,101.975996046924,184.7455044286757,36.62898323771095,63.75549556914971,50.13483469454106,15.893073013881423,220.4827763055526,64.31022958010894,100.52511090496645,0
51.20981135783017,120.75260872625265,184.61715300425402,23.56418215707875,67.12005499346388,45.061485584287034,15.399220836805565,233.092256247675,58.86437435209549,82.18729490140899,1
40.43359877671101,93.10812181910433,181.2019379778227,23.014409074435044,76.58944007637926,43.33621678127311,17.18835909504295,230.98121427149533,59.44147817347189,122.23213142519386,1
41.375410837434835,117.3596380316525,216.58949683863497,27.082003368269977,74.36746126508355,45.53626349316162,15.958006286785517,215.3640064489261,56.2261348253779,116.79110300473252,1
47.188562353795135,101.97910783462648,196.12347722454393,35.191894255096585,70.36700712291403,41.41765509440388,13.277380840605783,226.07235113212403,73.44854031180694,105.34581390927177,0
44.93584439832788,93.48581996385552,194.70970317378777,22.403269622615788,71.15332968390416,30.2667534599669,19.357124347983323,219.47355299823107,52.67073961891465,94.49059125522933,0
51.57123666297637,95.16114165945679,159.92275271186492,15.839222009447155,80.56934397727431,59.295245373743114,15.388666926676466,207.19100637309916,52.59767747451291,108.97885179790936,1
45.45987962239394,96.7965269180568,212.70836060418452,27.744205707955008,70.85845941704628,46.08727499439581,14.705319546756987,239.35691112064524,81.20993565845109,117.08262772702835,0
42.93848149332354,104.24165946401916,175.21483210293056,32.758703999554605,74.29527004776742,47.78703085585776,16.92785084611114,220.82798863795134,69.77847564654331,129.98816735559586,0
57.32824384460777,105.228354880355,201.19865260532657,36.00130874869414,92.35949270464434,44.59464575086164,15.498901891860145,250.73062386548276,36.14886301306964,122.8294662235197,1
48.87111849756732,94.26299996061421,205.54753875916384,27.684193189573005,63.61053890492862,39.85418239492788,15.798456385878655,195.61761594700252,54.34741260789596,144.12100870759093,0
50.337641023439616,99.75645407739017,227.21317191677304,27.942866964419988,60.185258147402735,43.698528633358606,19.984367997201375,211.6483184073495,41.88010662437946,104.46593915931908,0
42.87625906893272,121.42270358611864,173.82359201761776,35.769503671278734,81.26871731838885,33.804236664639824,14.449757143489906,220.48958255036308,50.49309306584745,133.2158833808615,1
47.27808637737409,117.27543170100711,139.6097568835835,20.6512915015229,69.57085550964717,60.93960548637313,14.364478211965208,237.0607164644337,28.614853337659603,120.70948114693091,1
50.554612948549334,104.36323669674032,203.67699089507389,28.057396124084953,72.45409977805903,36.35841601104323,15.233157024024928,225.99204058903277,58.63010422306058,130.42003686177878,1
44.24503211288849,100.380034781682,236.01022363021707,30.95211944962529,68.75074897495108,37.77623601306974,17.143031871162076,224.65709131271126,48.58058180838688,113.45227705101685,1
51.87849009172836,101.20031326718261,224.77892705878875,32.24609360642517,72.9215988738599,41.9181855692952,11.986931939619202,203.09104311168778,60.599052567964385,136.07520560835886,0
46.99680655040598,106.13517972730416,204.19318830549253,27.450966534045588,87.78830489677073,54.01653007396664,11.06888821704699,202.64587904155792,43.74878741117475,124.42837137517864,0
48.54153125103362,89.77207434801595,190.16727628735904,30.172205058529208,81.41702766894495,45.10156299483858,13.825769458759705,224.83756990434858,60.8291185317204,109.80832522623376,1
46.991466938853016,97.42623462576655,216.1424519327462,17.55836323293505,81.89778809509582,36.347049427786764,11.732154081881426,199.53841009272463,55.85083721879673,119.81963956630217,1
59.26139092254469,83.3141592612241,180.52907600591064,26.70875793833076,63.67018355365884,53.78036852530138,14.150337304948723,212.02183374566008,75.01952965188596,116.4066621159435,1
49.93251387631033,103.9922312260528,209.5271553871244,32.26754356277234,65.79077010757705,50.11700438749837,16.00499939225858,227.51375993628787,74.11356861745625,127.33767525956691,0
44.7114453552205,106.4719593970274,210.10940318333255,25.088529828726603,52.287370724116585,48.76904470051517,13.218502272895472,205.26513591584836,67.85345603010283,102.30334875938237,0
54.11272456051594,95.16813537700627,221.2041981499776,30.294921107947985,68.52495343133796,50.010139688195885,12.146346846437314,244.0803394354271,56.73386219338787,119.55972446826458,1
43.89578175014489,115.73986763290033,255.19320077822155,32.23436250401349,82.65362549108526,61.76053330407716,15.138674323430696,238.35904516356834,79.85380395260293,125.92960878973996,1
51.04431797502378,87.7423433699766,207.84831934357533,28.287253995711175,79.13557212598697,60.29566426525278,16.72508696923034,196.4287000249255,44.46964722160179,120.49534960789549,0
40.201649380601125,85.3562511979018,189.82072748585003,30.852318854982855,73.22789389638301,40.192992598976936,11.610053122966775,206.01443135227018,45.96441370436337,140.20411866583493,1
43.359069755507846,102.24451818559972,199.4885137561601,25.186337173576938,74.82159773025558,56.367194949678066,16.64046479661197,185.71334133257574,59.162169001109355,131.6103416110658,0
50.984306179345616,110.47098302612154,164.61848190221764,28.966943601519766,69.48891565939675,47.6821773283123,16.634612407476652,208.261129561778,82.5403810892112,119.8877880488888,1
53.69233289997705,116.83927691457869,186.10573737821883,33.05108084794611,76.63807105921427,48.493670712964246,16.908170204313254,231.495827148586,57.97661093129913,123.2503364624651,1
50.85684140594985,95.4111573713106,191.81435123773792,30.784864804842172,81.12702623584492,33.1541041784967,17.436960429743372,213.79157586587715,58.16754756790718,124.43498327223,0
49.4217585880588,110.78680833431295,189.51823204130815,27.067343652180323,62.07290570071622,43.80729964228263,19.40402784931923,226.9119586542395,45.58089643888191,126.04949406250236,1
48.494481522053555,99.61491530499293,203.04709744067443,31.121082021453965,77.39718150269879,39.31023486764405,14.28781590276189,197.16498522577385,69.45929585270379,92.61513006503088,0
42.60739004816286,98.2737270005918,183.551601352356,33.57304895318309,82.45947896763734,50.79641170425317,15.219143160155717,231.96962881872858,69.53176254329354,115.47710556345979,0
46.40077895802646,108.83659937486672,222.42061334648943,19.75029360711261,71.67919768829304,52.49756350281964,14.16712313350395,211.67336158107474,67.8907520139991,97.7334139770986,0
47.696806145201066,106.52322878413419,200.00414129836395,35.79537032477949,80.60560489696466,30.47859554288582,15.003953689511622,220.18254523424358,53.70779327152638,139.1742142118923,0
55.285611131094576,84.2360784301575,199.8139935772277,28.31872630659464,97.51723555578042,44.845755951970105,18.065746711272624,218.6068824791042,52.93293231626994,119.08725719995608,1
51.718091447842305,114.76540349725896,193.44210566974164,32.12744966620115,74.16525765610487,52.85303053355977,12.309971032138662,200.92677218661575,47.0687774959503,117.09988575480565,1
41.18479922318633,113.80091354147451,203.10381367717957,35.98623461822614,78.1464564000426,43.69324726380589,13.27790065566885,202.70373502390328,60.838725017609335,133.45195998049851,1
51.620419846973974,93.7443729849047,216.5019652933527,23.14163151384767,69.09554333070886,50.10344551501655,17.754361873009124,234.5169170350514,49.19592670721498,126.33487196174812,1
48.07458859791842,103.95803533437409,182.65739568578198,26.452794987862266,76.4500093008164,47.458158273389586,17.04007301380418,225.98488236252544,48.22583494750711,103.0704822843119,0
46.61538999847021,104.94030186282738,186.83767021849488,28.557256520621475,78.68217299985844,47.391621623668385,14.273736706365844,235.7507356233014,55.76309283089324,118.93641956208947,0
